BIC,84 = Spouse of RR pensioner,,
BIC,43 = Child of RR employee,,
BIC,13 = Child of RR annuitant,,
BIC,17 = Disabled adult child of RR annuitant,,
BIC,46 = Widow/widower of RR employee,,
BIC,16 = Widow/widower of RR annuitant,,
BIC,86 = Widow/widower of RR pensioner,,
BIC,43 = Widow of employee with a child in her care,,
BIC,13 = Widow of annuitant with a child in her care,,
BIC,83 = Widow of pensioner with a child in her care,,
BIC,45 = Parent of employee,,
BIC,15 = Parent of annuitant,,
BIC,85 = Parent of pensioner,,
BIC,11 = Survivor joint annuitant (reduced benefits taken to insure,,
BIC,benefits for surviving spouse),,
PRPAY_CD,Beneficiary Primary Payer Table,,
PRPAY_CD,,,
PRPAY_CD,A = Working aged bene/spouse with employer group health plan,,
PRPAY_CD,(EGHP),,
PRPAY_CD,B = End stage renal disease (ESRD) beneficiary in the 18 month,,
PRPAY_CD,coordination period with an employer group health plan,,
PRPAY_CD,Beneficiary Primary Payer Table,,
PRPAY_CD,,,
PRPAY_CD,C = Conditional payment by Medicare, future reimbursement,
PRPAY_CD,expected,,
PRPAY_CD,"D = Automobile no-fault (eff. 4/97; Prior to 3/94, also included any",,
PRPAY_CD,liability insurance),,
PRPAY_CD,E = Workers' compensation,,
PRPAY_CD,F = Public Health Service or other federal agency (other than,,
PRPAY_CD,Dept. of Veterans Affairs),,
PRPAY_CD,G = Working disabled bene (under age 65 with LGHP),,
PRPAY_CD,H = Black Lung,,
PRPAY_CD,I = Dept. of Veterans Affairs,,
PRPAY_CD,J = Any liability insurance (eff. 3/94 - 3/97),,
PRPAY_CD,L = Any liability insurance (eff. 4/97) (eff. 12/90 for carrier claims,,
PRPAY_CD,and 10/93 for FI claims, obsoleted for all claim types 7/1/96),
PRPAY_CD,M = Override code: EGHP services involved (eff. 12/90 for carrier,,
PRPAY_CD,claims and 10/93 for FI claims, obsoleted for all claim types,
PRPAY_CD,7/1/96),,
PRPAY_CD,N = Override code: non-EGHP services involved (eff. 12/90 for,,
PRPAY_CD,carrier claims and 10/93 for FI claims, obsoleted for all claim,
PRPAY_CD,types 7/1/96),,
PRPAY_CD,BLANK = Medicare is primary payer (not sure of effective date: in,,
PRPAY_CD,"use 1/91, if not earlier)",,
PRPAY_CD,X = MSP cost avoided override code (eff. 12/90 for carrier claims,,
PRPAY_CD,and 10/93 for FI claims, obsoleted for all claim types 7/1/96),
PRPAY_CD,***Prior to 12/90***,,
PRPAY_CD,Y = Other secondary payer investigation shows Medicare as,,
PRPAY_CD,primary payer,,
PRPAY_CD,Z = Medicare is primary payer,,
PRPAY_CD,"NOTE: Values C, M, N, Y, Z and BLANK indicate Medicare is",,
PRPAY_CD,primary payer. (values Z and Y were used prior to 12/90. BLANK,,
PRPAY_CD,"was supposed to be effective after 12/90, but may have been",,
PRPAY_CD,used prior to that date.),,
ENTRY_CD,Carrier Claim Entry Table,,
ENTRY_CD,,,
ENTRY_CD,"1 = Original debit; void of original debit (If CLM_DISP_CD = 3,",,
ENTRY_CD,code 1 means voided original debit),,
ENTRY_CD,3 = Full credit,,
ENTRY_CD,5 = Replacement debit,,
ENTRY_CD,9 = Accrete bill history only (internal, effective 2/22/91),
PMTDNLCD,Carrier Claim Payment Denial Table,,
PMTDNLCD,,,
PMTDNLCD,0 = Denied,,
PMTDNLCD,1 = Physician/supplier,,
PMTDNLCD,2 = Beneficiary,,
PMTDNLCD,3 = Both physician/supplier and beneficiary,,
PMTDNLCD,4 = Hospital (hospital based physicians),,
PMTDNLCD,5 = Both hospital and beneficiary,,
PMTDNLCD,6 = Group practice prepayment plan,,
PMTDNLCD,"7 = Other entries (e.g. Employer, union)",,
PMTDNLCD,8 = Federally funded,,
PMTDNLCD,9 = PA service,,
PMTDNLCD,A = Beneficiary under limitation of liability,,
PMTDNLCD,B = Physician/supplier under limitation of liability,,
PMTDNLCD,D = Denied due to demonstration involvement (eff. 5/97),,
PMTDNLCD,E = MSP cost avoided IRS/SSA/HCFA Data Match (eff. 7/3/00),,
PMTDNLCD,F = MSP cost avoided HMO Rate Cell (eff. 7/3/00),,
PMTDNLCD,G = MSP cost avoided Litigation Settlement (eff. 7/3/00),,
PMTDNLCD,H = MSP cost avoided Employer Voluntary Reporting (eff. 7/3/00),,
PMTDNLCD,J = MSP cost avoided Insurer Voluntary Reporting (eff. 7/3/00),,
PMTDNLCD,K = MSP cost avoided Initial Enrollment Questionnaire (eff.,,
PMTDNLCD,7/3/00),,
PMTDNLCD,P = Physician ownership denial (eff 3/92),,
PMTDNLCD,Q = MSP cost avoided - (Contractor #88888) voluntary,,
PMTDNLCD,agreement (eff. 1/98),,
PMTDNLCD,T = MSP cost avoided - IEQ contractor (eff. 7/96) (obsolete,,
PMTDNLCD,6/30/00),,
PMTDNLCD,U = MSP cost avoided - HMO rate cell adjustment (eff. 7/96),,
PMTDNLCD,(obsolete 6/30/00),,
PMTDNLCD,V = MSP cost avoided - litigation settlement (eff. 7/96) (obsolete,,
PMTDNLCD,6/30/00),,
PMTDNLCD,X = MSP cost avoided – generic,,
PMTDNLCD,Y = MSP cost avoided - IRS/SSA data match project (obsolete,,
PMTDNLCD,6/30/00),,
PMTDNLCD,00= MSP cost avoided - COB Contractor,,
PMTDNLCD,12= MSP cost avoided - BC/BS Voluntary Agreements,,
PMTDNLCD,13= MSP cost avoided - Office of Personnel Management,,
PMTDNLCD,14= MSP cost avoided - Workman's Compensation (WC),,
PMTDNLCD,Datamatch,,
PMTDNLCD,15= MSP cost avoided - Workman's Compensation Insurer,,
PMTDNLCD,Voluntary Data Sharing Agreements (WC VDSA) (eff. 4/2006),,
PMTDNLCD,16= MSP cost avoided - Liability Insurer VDSA (eff.4/2006),,
PMTDNLCD,17= MSP cost avoided - No-Fault Insurer VDSA (eff.4/2006),,
PMTDNLCD,18= MSP cost avoided - Pharmacy Benefit Manager Data,,
PMTDNLCD,Sharing Agreement (eff.4/2006),,
PMTDNLCD,Carrier Claim Payment Denial Table,,
PMTDNLCD,,,
PMTDNLCD,21= MSP cost avoided - MIR Group Health Plan (eff.1/2009),,
PMTDNLCD,22= MSP cost avoided - MIR non-Group Health Plan (eff.1/2009),,
PMTDNLCD,25= MSP cost avoided - Recovery Audit Contractor - California,,
PMTDNLCD,(eff.10/2005),,
PMTDNLCD,26= MSP cost avoided - Recovery Audit Contractor - Florida,,
PMTDNLCD,(eff.10/2005),,
PMTDNLCD,"NOTE: Effective 4/1/02, the Carrier claim payment denial code",,
PMTDNLCD,was expanded to a 2-byte field. The NCH instituted a crosswalk,,
PMTDNLCD,from the 2-byte code to a 1-byte character code. Below are the,,
PMTDNLCD,"character codes (found in NCH & NMUD). At some point, NMUD",,
PMTDNLCD,will carry the 2-byte code but NCH will continue to have the 1-,,
PMTDNLCD,byte character code.,,
PMTDNLCD,! = MSP cost avoided - COB Contractor ('00' 2-byte code),,
PMTDNLCD,@ = MSP cost avoided - BC/BS Voluntary Agreements ('12' 2-,,
PMTDNLCD,byte code),,
PMTDNLCD,# = MSP cost avoided - Office of Personnel Management ('13' 2-,,
PMTDNLCD,byte code),,
PMTDNLCD,$ = MSP cost avoided - Workman's Compensation (WC),,
PMTDNLCD,Datamatch ('14' 2-byte code),,
PMTDNLCD,* = MSP cost avoided - Workman's Compensation Insurer,,
PMTDNLCD,Voluntary Data Sharing Agreements (WC VDSA) ('15' 2-byte,,
PMTDNLCD,code) (eff. 4/2006),,
PMTDNLCD,( = MSP cost avoided - Liability Insurer VDSA ('16' 2-byte code),,
PMTDNLCD,(eff. 4/2006),,
PMTDNLCD,) = MSP cost avoided - No-Fault Insurer VDSA ('17' 2-byte code),,
PMTDNLCD,(eff. 4/2006),,
PMTDNLCD,+ = MSP cost avoided - Pharmacy Benefit Manager Data Sharing,,
PMTDNLCD,Agreement ('18' 2 -byte code) (eff. 4/2006),,
PMTDNLCD,< = MSP cost avoided - MIR Group Health Plan ('21' 2-byte code),,
PMTDNLCD,(eff. 1/2009),,
PMTDNLCD,> = MSP cost avoided - MIR non-Group Health Plan ('22' 2-byte,,
PMTDNLCD,code) (eff. 1/2009),,
PMTDNLCD,% = MSP cost avoided - Recovery Audit Contractor - California,,
PMTDNLCD,('25' 2-byte code) (eff. 10/2005),,
PMTDNLCD,& = MSP cost avoided - Recovery Audit Contractor - Florida ('26',,
PMTDNLCD,2-byte code) (eff. 10/2005),,
MTUSIND,Carrier Line Miles/Time/Units Indicator Table,,
MTUSIND,,,
MTUSIND,0 = Values reported as zero (no allowed activities),,
MTUSIND,1 = Transportation (ambulance) miles,,
MTUSIND,2 = Anesthesia time units,,
MTUSIND,Carrier Line Miles/Time/Units Indicator Table,,
MTUSIND,,,
MTUSIND,3 = Services,,
MTUSIND,4 = Oxygen units,,
MTUSIND,5 = Units of blood,,
MTUSIND,6 = Anesthesia base and time units (prior to 1991, from BMAD),
MTUSIND,,,
MTUSIND,DMERC Line Miles/Time/Units Indicator Table,,
MTUSIND,,,
MTUSIND,,,
MTUSIND,0 = Values reported as zero,,
MTUSIND,3 = Number of services,,
MTUSIND,4 = Oxygen volume units,,
MTUSIND,6 = Drug dosage -- since early 1994 this value has incorrectly,,
MTUSIND,been placed on DMERC claims. The DMERCs were overriding,,
MTUSIND,the MTUS indicator with a '6' if the claim was submitted with an,,
MTUSIND,NDC code.,,
MTUSIND,NOTE: It was recently discovered that this problem has been,,
MTUSIND,corrected -- no date on when the correction became effective.,,
MTUSIND,,,
PRV_TYPE,Carrier Line Provider Type Table,,
PRV_TYPE,,,
PRV_TYPE,,,
PRV_TYPE,"0 = Clinics, groups, associations, partnerships, or other entities",,
PRV_TYPE,for whom the carrier's own ID number has been assigned.,,
PRV_TYPE,1 = Physicians or suppliers billing as solo-practitioners for whom,,
PRV_TYPE,SS numbers are shown in the physician ID code field.,,
PRV_TYPE,2 = Physicians or suppliers billing as solo-practitioners for the,,
PRV_TYPE,carrier's own physician ID code is shown.,,
PRV_TYPE,3 = Suppliers (other sole),,
PRV_TYPE,4 = Suppliers (other than sole proprietorship) for whom the,,
PRV_TYPE,carrier's own code has been shown.,,
PRV_TYPE,5 = Institutional providers and independent laboratories for whom,,
PRV_TYPE,E1 numbers are used in code the ID field.,,
PRV_TYPE,6 = Institutional providers and independent laboratories for whom,,
PRV_TYPE,the carrier's own ID number is shown.,,
PRV_TYPE,"7 = Clinics, groups, associations, or partnerships, for whom EI",,
PRV_TYPE,numbers are used in coding the ID field.,,
PRV_TYPE,8 = Other entities for whom E1 numbers are used in coding the ID,,
PRV_TYPE,field,,
ASTNT_CD,Carrier Line Part B Reduced Physician Assistant Table,,
ASTNT_CD,,,
ASTNT_CD,,,
ASTNT_CD,BLANK = Adjustment situation (where CLM_DISP_CD equal 3),,
ASTNT_CD,0 = N/A,,
ASTNT_CD,1 = 65%,,
ASTNT_CD,A) Physician assistants assisting in surgery,,
ASTNT_CD,B) Nurse midwives,,
ASTNT_CD,2 = 75%,,
ASTNT_CD,A) Physician assistants performing services in a hospital (other,,
ASTNT_CD,than assisting surgery),,
ASTNT_CD,B) Nurse practitioners and clinical nurse specialists performing,,
ASTNT_CD,services in rural areas,,
ASTNT_CD,C) Clinical social worker services,,
ASTNT_CD,3 = 85%,,
ASTNT_CD,A) Physician assistant services for other than assisting surgery,,
ASTNT_CD,B) Nurse practitioners services,,
,,,
FI_NUM,Carrier Number Table,,
FI_NUM,,,
FI_NUM,00510 = Alabama - CAHABA (eff. 1983, term. 05/2009) (replaced,
FI_NUM,by MAC #10102 -- see below),,
FI_NUM,00511 = Georgia - CAHABA (eff. 1998, term. 06/2009) (replaced,
FI_NUM,by MAC #10202 -- see below),,
FI_NUM,00512 = Mississippi - CAHABA (eff. 2000),,
FI_NUM,00520 = Arkansas BC/BS (eff. 1983),,
FI_NUM,00521 = New Mexico - Arkansas BC/BS (eff. 1998, term.,
FI_NUM,02/2008) (replaced by MAC #04202 -- see below),,
FI_NUM,00522 = Oklahoma - Arkansas BC/BS (eff. 1998, term. 02/2008),
FI_NUM,(replaced by MAC #04302 -- see below),,
FI_NUM,00523 = Missouri East - Arkansas BC/BS (eff. 1999, term.,
FI_NUM,02/2008) (replaced by MAC #05392 -- see below),,
FI_NUM,00524 = Rhode Island - Arkansas BC/BS (eff. 2004, term.,
FI_NUM,01/2009) (replaced by MAC #14402 -- see below),,
FI_NUM,00528 = Louisiana - Arkansas BS (eff. 1984),,
FI_NUM,00542 = California BS (eff. 1983, term. 05/2009),
FI_NUM,00550 = Colorado BS (eff. 1983, term. 11/1994),
FI_NUM,00570 = Delaware - Pennsylvania BS (eff. 1983, term. 07/1997),
FI_NUM,00580 = District of Columbia - Pennsylvania BS (eff. 1983, term.,
FI_NUM,08/1997),,
FI_NUM,00590 = Florida - First Coast (eff. 1983, term. 01/2009) (replaced,
FI_NUM,by MAC #09102 -- see below),,
FI_NUM,00591 = Connecticut - First Coast (eff. 2000, term. 07/2008),
FI_NUM,(replaced by MAC #13102 -- see below),,
FI_NUM,Carrier Number Table,,
FI_NUM,,,
FI_NUM,00621 = Illinois BS - HCSC (eff. 1983, term. 08/1997),
FI_NUM,00623 = Michigan - Illinois Blue Shield (eff. 1995, term. 08/1997),
FI_NUM,00630 = Indiana - Administar (eff. 1983) (term. 08/19/2012),,
FI_NUM,(replaced by MAC #08102 -- see below),,
FI_NUM,00635 = DMERC-B - Administar (eff. 1993, term. 06/2006),
FI_NUM,(replaced by MAC #17003 -- see below),,
FI_NUM,"00640 = Iowa - Wellmark, Inc. (eff. 1983; term. 11/1996)",,
FI_NUM,00645 = Nebraska - Iowa BS (eff. 1985, term. 11/1994),
FI_NUM,00650 = Kansas BCBS (eff. 1983) (term. 02/2008) (replaced by,,
FI_NUM,MAC #05202 -- see below),,
FI_NUM,00651 = Missouri - Kansas BCBS (eff. 1983, term. 02/2008),
FI_NUM,(replaced by MAC #05202 -- see below),,
FI_NUM,00655 = Nebraska - Kansas BC/BS (eff. 1988, term. 02/2008),
FI_NUM,(replaced by MAC #05402 -- see below),,
FI_NUM,00660 = Kentucky - Administar (eff. 1983, term. 04/2011),
FI_NUM,00662 = PFDC (Floyd Epps) (terminated),,
FI_NUM,00663 = FQHC Pilot Demo (CAFM - Ayers-Ramsey) (term.,,
FI_NUM,11/2011),,
FI_NUM,00690 = Maryland BS (terminated),,
FI_NUM,00691 = CAREFIRST - CWF (terminated),,
FI_NUM,00700 = Massachusetts BS (eff. 1983, term. 11/1996),
FI_NUM,00710 = Michigan BS (eff. 1983, term. 09/2000),
FI_NUM,00720 = Minnesota BS (eff. 1983, term. 09/2000),
FI_NUM,00740 = Western Missouri - Kansas BS (eff. 1983, term. 06/1997),
FI_NUM,(replaced by MAC #05302 -- see below),,
FI_NUM,00751 = Montana BC/BS (eff. 1983, term. 11/2006) (replaced by,
FI_NUM,MAC # 03202 -- see below),,
FI_NUM,00770 = New Hampshire/Vermont Physician Services (eff. 1983,,
FI_NUM,term. 12/1988),,
FI_NUM,00780 = New Hampshire - Massachusetts BS (eff. 1985, term.,
FI_NUM,04/1997),,
FI_NUM,00781 = Vermont - Massachusetts BS (eff. 1985, term. 06/1997),
FI_NUM,00801 = New York - Healthnow (eff. 1983, term. 08/2008),
FI_NUM,(replaced by MAC #13282 -- see below),,
FI_NUM,00803 = New York - Empire BS (eff. 1983, term. 07/2008),
FI_NUM,(replaced by MAC #13202 -- see below),,
FI_NUM,00804 = New York - Rochester BS (term. 02/1999) (replaced by,,
FI_NUM,MAC # 12402 -- see below),,
FI_NUM,00805 = New Jersey - Empire BS (eff. 3/99, term. 11/2008),
FI_NUM,(replaced by MAC # 12402 -- see below),,
FI_NUM,00811 = DMERC (A) - Healthnow (eff. 2000, term. 06/2006),
FI_NUM,(replaced by MAC #16003 -- see below),,
FI_NUM,Carrier Number Table,,
FI_NUM,,,
FI_NUM,00820 = North Dakota - Noridian (eff. 1983, term. 11/2006),
FI_NUM,(replaced by MAC #03302 -- see below),,
FI_NUM,00823 = Utah - Noridian (eff. 12/1/2005, term. 11/2006) (replaced,
FI_NUM,by MAC #03502 -- see below),,
FI_NUM,00824 = Colorado - Noridian (eff. 1995, term. 02/2008) (term.,
FI_NUM,2008) (replaced by MAC #04102 -- see below),,
FI_NUM,00825 = Wyoming - Noridian (eff. 1990, term. 11/2006) (replaced,
FI_NUM,by MAC #03602 -- see below),,
FI_NUM,00826 = Iowa - Noridian (eff. 1999, term. 01/2008) (replaced by,
FI_NUM,MAC #05102 -- see below),,
FI_NUM,00831 = Alaska - Noridian (eff. 1998),,
FI_NUM,00832 = Arizona - Noridian (eff. 1998, term. 11/2006) (replaced,
FI_NUM,by MAC # 03102 -- see below),,
FI_NUM,00833 = Hawaii - Noridian (eff. 1998, term. 07/2008) (replaced by,
FI_NUM,MAC # 01202 -- see below),,
FI_NUM,00834 = Nevada - Noridian (eff. 1998, term. 07/2008) (replaced,
FI_NUM,by MAC # 01302 -- see below),,
FI_NUM,00835 = Oregon - Noridian (eff. 1998),,
FI_NUM,00836 = Washington - Noridian (eff. 1998),,
FI_NUM,00860 = New Jersey - Pennsylvania BS (eff. 1988, term.,
FI_NUM,02/1998),,
FI_NUM,00865 = Pennsylvania - Highmark (eff. 1983, term. 12/2008),
FI_NUM,(replaced by MAC # 12502 -- see below),,
FI_NUM,00870 = Rhode Island BS (eff. 1983, term. 02/1999),
FI_NUM,00880 = South Carolina - Palmetto (eff. 1983, term. 06/2011),
FI_NUM,00881 = South Carolina BS-P&E (terminated),,
FI_NUM,00882 = RRB - South Carolina PGBA (eff. 2000),,
FI_NUM,00883 = Ohio - Palmetto (eff. 2002, term. 06/2011),
FI_NUM,00884 = West Virginia - Palmetto (eff. 2002, term. 06/2011),
FI_NUM,00885 = DMERC C - Palmetto (eff. 1993, term. 05/2006),
FI_NUM,(replaced by MAC #18003 -- see below),,
FI_NUM,00888 = PLAMETTO DRUGS (terminated),,
FI_NUM,00889 = South Dakota - Noridian (eff. 4/1/2006, term. 11/2006),
FI_NUM,(replaced by MAC # 03402 -- see below),,
FI_NUM,00900 = Texas - Trailblazer (eff. 1983, term. 06/2008) (replaced,
FI_NUM,by MAC # 04402 -- see below),,
FI_NUM,00901 = Maryland - Trailblazer (eff. 1995, term. 07/2008),
FI_NUM,(replaced by MAC # 12302 -- see below),,
